#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ラングロＳフォールド,0,1,4,2,5,99,0,46,108,2,-3,0,-1,1,細菌学,4,気力回復,-2,,,,,,,赤甲獣の堅殻,3,赤甲獣の蛇腹甲,4,モンスターの濃汁,3,紅蓮石,2
ラングロＳコート,0,2,4,2,5,99,0,23,54,3,-3,0,-1,1,細菌学,3,気力回復,-2,,,,,,,赤甲獣の堅殻,3,赤甲獣の蛇腹甲,4,モンスターの濃汁,3,紅蓮石,2
ルドロスＳフォールド,0,1,4,1,4,99,0,46,108,-3,4,-1,0,0,気力回復,4,回避性能,-3,,,,,,,水獣の上鱗,4,水生獣の上皮,4,未熟な海綿質,6,王族カナブン,2
ルドロスＳコート,0,2,4,1,4,99,0,23,54,-3,5,-1,0,0,気力回復,4,回避性能,-3,,,,,,,水獣の上鱗,4,水生獣の上皮,4,未熟な海綿質,6,王族カナブン,2
ルドロスＲフォールド,0,1,4,0,6,99,0,42,104,-3,4,-1,0,0,スタミナ,5,腹減り,-5,,,,,,,獰猛化水獣鱗,1,水獣の上鱗,5,高級なトサカ,3,水獣素材(pts),8
ルドロスＲコート,0,2,4,0,6,99,0,21,52,-3,5,-1,0,0,スタミナ,5,腹減り,-5,,,,,,,獰猛化水獣鱗,1,水獣の上鱗,5,高級なトサカ,3,水獣素材(pts),8
エコールスカート,2,1,4,0,4,99,0,44,106,0,0,0,0,0,狂撃耐性,3,千里眼,1,食事,-2,,,,,ベルナチケット,1,上質な毛皮,2,黒蝕竜の鱗,4,奇猿狐の剛毛,3
エコールフリル,2,2,4,0,4,99,0,22,53,0,0,0,0,0,狂撃耐性,3,千里眼,1,食事,-2,,,,,ベルナチケット,1,上質な毛皮,2,黒蝕竜の鱗,4,奇猿狐の剛毛,3
アロイＳコイル,0,1,5,2,5,99,0,40,102,-1,0,-1,-1,0,風圧,3,達人,1,,,,,,,ユニオン鉱石,2,カブレライト鉱石,2,ドラグライト鉱石,5,ベアライト石,5
アロイＳコート,0,2,5,2,5,99,0,20,51,-1,0,-1,-1,0,風圧,3,達人,1,,,,,,,ユニオン鉱石,2,カブレライト鉱石,2,ドラグライト鉱石,5,ベアライト石,5
アロイＲコイル,0,1,5,0,6,99,0,36,98,-1,0,-1,-1,0,達人,6,,,,,,,,,獰猛化狩猟の証Ⅰ,1,ユニオン鉱石,5,化け鮫の上鱗,6,獰猛化素材(上位pts),5
アロイＲコート,0,2,5,0,6,99,0,18,49,-1,0,-1,-1,0,達人,5,,,,,,,,,獰猛化狩猟の証Ⅰ,1,ユニオン鉱石,5,化け鮫の上鱗,6,獰猛化素材(上位pts),5
バトルＳフォールド,0,1,5,0,5,99,0,44,106,1,-1,-1,0,0,ガード性能,4,盗み無効,3,攻撃,2,,,,,ユニオン鉱石,3,翼蛇竜の上皮,3,ランポスの上皮,5,上竜骨,2
バトルＳコート,0,2,5,0,5,99,0,22,53,2,-1,-1,0,0,反動,4,盗み無効,3,攻撃,1,,,,,ユニオン鉱石,3,翼蛇竜の上皮,3,ランポスの上皮,5,上竜骨,2
インゴットＳコイル,0,1,5,3,5,99,0,48,110,-1,-1,1,0,0,風圧,1,氷属性攻撃,1,運気,-1,,,,,獄炎石,1,カブレライト鉱石,3,溶岩塊,3,氷結晶,20
インゴットＳコート,0,2,5,3,5,99,0,24,55,-1,-1,2,0,0,風圧,1,氷属性攻撃,1,運気,-1,,,,,獄炎石,1,カブレライト鉱石,3,溶岩塊,3,氷結晶,20
インゴットＲコイル,0,1,5,0,6,99,0,44,106,-1,-1,1,0,0,風圧,5,運気,-2,,,,,,,獰猛な体液,1,獄炎石,4,尾槌竜のコブ,3,獰猛化素材(上位pts),5
インゴットＲコート,0,2,5,0,6,99,0,22,53,-1,-1,2,0,0,風圧,5,運気,-2,,,,,,,獰猛な体液,1,獄炎石,4,尾槌竜のコブ,3,獰猛化素材(上位pts),5
ハイメタＳフォールド,0,1,5,2,5,99,0,46,108,0,-1,2,-1,0,聴覚保護,2,雷耐性,1,加護,-1,,,,,ユニオン鉱石,5,ノヴァクリスタル,1,マカライト鉱石,15,超電雷光虫,3
ハイメタＳコート,0,2,5,2,5,99,0,23,54,0,-1,3,-1,0,聴覚保護,2,雷耐性,1,加護,-1,,,,,ユニオン鉱石,5,ノヴァクリスタル,1,マカライト鉱石,15,超電雷光虫,3
ハイメタＵフォールド,0,1,5,0,5,99,0,42,104,0,-1,2,-1,0,抜刀会心,5,達人,-4,,,,,,,溶岩竜の上鱗,3,カブレライト鉱石,2,マカライト鉱石,10,赤甲獣の堅殻,4
ハイメタＵコート,0,2,5,0,5,99,0,21,52,0,-1,3,-1,0,重撃弾強化,5,達人,-4,,,,,,,溶岩竜の上鱗,3,カブレライト鉱石,2,マカライト鉱石,10,赤甲獣の堅殻,4
Ｋ・ロブスタコイル,0,1,5,0,5,99,0,48,110,-1,4,-1,-1,-1,泡沫,2,節食,2,雷耐性,-3,,,,,エビの大殻,1,エビの小殻,3,水竜の上ヒレ,2,溶岩竜の堅殻,4
Ｋ・ロブスタコート,0,2,5,0,5,99,0,24,55,-1,5,-1,-1,-1,泡沫,2,節食,1,雷耐性,-3,,,,,エビの大殻,1,エビの小殻,3,水竜の上ヒレ,2,溶岩竜の堅殻,4
オウビートＳアンカ,1,1,5,0,5,99,0,50,112,2,-2,2,-2,3,体術,3,スタミナ,-1,,,,,,,マレコガネ,2,オオツノアゲハ,3,ドスヘラクレス,5,電撃袋,2
オウビートＳコクサ,1,2,5,0,5,99,0,25,56,3,-2,2,-2,4,体術,3,スタミナ,-1,,,,,,,マレコガネ,2,オオツノアゲハ,3,ドスヘラクレス,5,電撃袋,2
パピメルＳアンカ,2,1,5,0,5,99,0,50,112,2,-2,2,-2,3,体術,3,スタミナ,-1,,,,,,,マレコガネ,2,オオツノアゲハ,3,ドスヘラクレス,5,電撃袋,2
パピメルＳコクサ,2,2,5,0,5,99,0,25,56,3,-2,2,-2,4,体術,3,スタミナ,-1,,,,,,,マレコガネ,2,オオツノアゲハ,3,ドスヘラクレス,5,電撃袋,2
デスギアＳナーベル,0,1,5,0,5,99,0,48,110,2,1,1,-1,0,狂撃耐性,5,龍属性攻撃,1,回避性能,-3,,,,,禍々しい闇布,1,禍々しい布,2,水竜の鋭牙,4,古龍骨,3
デスギアＳガイツ,0,2,5,0,5,99,0,24,55,3,1,1,-1,0,狂撃耐性,5,龍属性攻撃,1,回避性能,-3,,,,,禍々しい闇布,1,禍々しい布,2,水竜の鋭牙,4,古龍骨,3
デスギアＲナーベル,0,1,5,0,7,99,0,44,106,2,1,1,-1,0,属性会心,5,攻撃,-3,,,,,,,獰猛な鋭牙,1,禍々しい闇布,1,黒蝕竜の鋭惨爪,4,獰猛化素材(上位pts),8
デスギアＲガイツ,0,2,5,0,7,99,0,22,53,3,1,1,-1,0,属性会心,5,攻撃,-3,,,,,,,獰猛な鋭牙,1,禍々しい闇布,1,黒蝕竜の鋭惨爪,4,獰猛化素材(上位pts),8
ヴァイクＳフォールド,0,1,5,2,5,99,0,46,108,0,3,-2,-1,0,斬れ味,4,,,,,,,,,ユニオン鉱石,2,ヨロイシダイ,2,砂竜の上ヒレ,4,サシミウオ,20
ヴァイクＳコート,0,2,5,2,5,99,0,23,54,0,4,-2,-1,0,弾薬節約,4,,,,,,,,,ユニオン鉱石,2,ヨロイシダイ,2,砂竜の上ヒレ,4,サシミウオ,20
ロワーガＳアンカ,1,1,5,1,5,99,0,48,110,-2,0,3,-2,2,達人,5,会心強化,1,攻撃,-2,,,,,マレコガネ,2,オオクワアゲハ,3,上質な腹袋,4,ボンバッタ,10
ロワーガＳコクサ,1,2,5,1,5,99,0,24,55,-2,0,3,-2,3,達人,4,会心強化,1,攻撃,-2,,,,,マレコガネ,2,オオクワアゲハ,3,上質な腹袋,4,ボンバッタ,10
ファルメルＳアンカ,2,1,5,1,5,99,0,48,110,-2,0,3,-2,2,達人,5,会心強化,1,攻撃,-2,,,,,マレコガネ,2,オオクワアゲハ,3,上質な腹袋,4,ボンバッタ,10
ファルメルＳコクサ,2,2,5,1,5,99,0,24,55,-2,0,3,-2,3,達人,4,会心強化,1,攻撃,-2,,,,,マレコガネ,2,オオクワアゲハ,3,上質な腹袋,4,ボンバッタ,10
パティシエサロン,0,1,5,1,5,99,0,44,106,2,0,0,2,-2,炎熱適応,2,効果持続,2,腹減り,-2,,,,,マレコガネ,2,ビストロチケット,2,化け鮫の上皮,2,お食事券,2
パティシエエプロン,0,2,5,1,5,99,0,22,53,4,0,0,2,-2,炎熱適応,2,効果持続,1,腹減り,-2,,,,,マレコガネ,2,ビストロチケット,2,化け鮫の上皮,2,お食事券,2
スカルダＳアンカ,1,1,5,0,5,99,0,48,110,3,-1,-1,-1,3,特殊会心,3,本気,3,攻撃,-2,,,,,オオ毒クモリ,1,毒クモリ,2,カンタロスの薄羽,3,猛毒袋,4
スカルダＳコクサ,1,2,5,0,5,99,0,24,55,4,-1,-1,-1,3,特殊会心,3,本気,3,攻撃,-2,,,,,オオ毒クモリ,1,毒クモリ,2,カンタロスの薄羽,3,猛毒袋,4
スパイオＳアンカ,2,1,5,0,5,99,0,48,110,3,-1,-1,-1,3,特殊会心,3,本気,3,攻撃,-2,,,,,オオ毒クモリ,1,毒クモリ,2,カンタロスの薄羽,3,猛毒袋,4
スパイオＳコクサ,2,2,5,0,5,99,0,24,55,4,-1,-1,-1,3,特殊会心,3,本気,3,攻撃,-2,,,,,オオ毒クモリ,1,毒クモリ,2,カンタロスの薄羽,3,猛毒袋,4
ホロロＳフォールド,0,1,5,0,5,99,0,44,106,-2,-2,1,1,0,睡眠,4,痛撃,2,観察眼,2,,,,,夜鳥の翼,3,夜鳥の尾羽,4,ドラグライト鉱石,5,昏睡袋,2
ホロロＳコート,0,2,5,0,5,99,0,22,53,-1,-2,1,1,0,睡眠,4,痛撃,2,観察眼,2,,,,,夜鳥の翼,3,夜鳥の尾羽,4,ドラグライト鉱石,5,昏睡袋,2
ザボアフォールド,0,1,5,0,5,99,0,46,108,-2,3,-4,4,0,寒冷適応,3,ガード性能,2,火耐性,-2,,,,,化け鮫の上皮,4,化け鮫の上ヒレ,2,化け鮫の刃尾,1,とがった牙,5
ザボアコート,0,2,5,0,5,99,0,23,54,-2,3,-4,5,0,寒冷適応,3,反動,2,火耐性,-2,,,,,化け鮫の上皮,4,化け鮫の上ヒレ,2,化け鮫の刃尾,1,とがった牙,5
フルフルＳフォールド,0,1,5,0,5,99,0,50,112,-4,1,4,2,1,回復量,4,,,,,,,,,真珠色の柔皮,2,電撃袋,2,鮫肌の鱗,4,生命の粉塵,3
フルフルＳコート,0,2,5,0,5,99,0,25,56,-4,1,5,2,1,回復量,4,,,,,,,,,真珠色の柔皮,2,電撃袋,2,鮫肌の鱗,4,生命の粉塵,3
フルフルＲフォールド,0,1,5,2,6,99,0,46,108,-4,1,4,2,1,回復速度,3,回復量,1,調合成功率,-2,,,,,獰猛化白柔皮,1,真珠色の柔皮,5,電撃袋,5,フルフル素材(pts),8
フルフルＲコート,0,2,5,2,6,99,0,23,54,-4,1,5,2,1,回復速度,3,回復量,1,調合成功率,-2,,,,,獰猛化白柔皮,1,真珠色の柔皮,5,電撃袋,5,フルフル素材(pts),8
レイアＳフォールド,0,1,5,1,5,99,0,50,112,3,0,-2,0,-3,体力,2,回復量,2,回復速度,-1,,,,,雌火竜の上鱗,3,爆炎袋,2,マレコガネ,1,紅蓮石,2
レイアＳコート,0,2,5,1,5,99,0,25,56,4,0,-2,0,-3,体力,2,回復量,1,回復速度,-1,,,,,雌火竜の上鱗,3,爆炎袋,2,マレコガネ,1,紅蓮石,2
EXレイアフォールド,0,1,5,0,8,6,1,54,116,3,0,-2,0,-3,回復量,3,野草知識,2,気配,-2,,,,,EX火竜チケット,1,雌火竜の上鱗,4,火竜の骨髄,1,獄炎石,3
EXレイアコート,0,2,5,0,8,6,1,27,58,4,0,-2,0,-3,回復量,2,野草知識,2,気配,-2,,,,,EX火竜チケット,1,雌火竜の上鱗,4,火竜の骨髄,1,獄炎石,3
レイアＲフォールド,0,1,5,0,6,99,0,46,108,3,0,-2,0,-3,体力,5,,,,,,,,,獰猛化雌火竜鱗,1,雌火竜の上鱗,5,爆炎袋,5,雌火竜素材(pts),8
レイアＲコート,0,2,5,0,6,99,0,23,54,4,0,-2,0,-3,体力,5,,,,,,,,,獰猛化雌火竜鱗,1,雌火竜の上鱗,5,爆炎袋,5,雌火竜素材(pts),8
ハプルＳフォールド,0,1,5,1,5,99,0,50,112,2,0,-1,-3,1,抜刀減気,4,,,,,,,,,潜口竜の尖爪,2,潜口竜の上皮,3,鮮やかな体液,4,イーオスの上紫鱗,3
ハプルＳコート,0,2,5,1,5,99,0,25,56,3,0,-1,-3,1,装填速度,4,,,,,,,,,潜口竜の尖爪,2,潜口竜の上皮,3,鮮やかな体液,4,イーオスの上紫鱗,3
ブランゴＳフォールド,0,1,5,0,4,99,0,50,112,-4,1,0,4,0,納刀,4,氷属性攻撃,2,体術,2,,,,,ブランゴの剛毛,4,雪獅子の髭,1,堅牢な骨,3,ファンゴの上毛皮,4
ブランゴＳコート,0,2,5,0,4,99,0,25,56,-4,1,0,5,0,納刀,4,氷属性攻撃,2,体術,2,,,,,ブランゴの剛毛,4,雪獅子の髭,1,堅牢な骨,3,ファンゴの上毛皮,4
EXブランゴフォールド,0,1,5,0,7,99,0,54,116,-4,1,0,4,0,溜め短縮,2,体術,2,スタミナ,-2,,,,,七色たんぽぽ,1,雪獅子の剛毛,4,雪獅子の鋭牙,2,ゲネポスの上皮,5
EXブランゴコート,0,2,5,0,7,99,0,27,58,-4,1,0,5,0,溜め短縮,2,体術,2,スタミナ,-2,,,,,七色たんぽぽ,1,雪獅子の剛毛,4,雪獅子の鋭牙,2,ゲネポスの上皮,5
ラヴァフォールド,0,1,5,1,5,99,0,56,118,4,-4,0,0,1,窮地,3,根性,2,,,,,,,溶岩竜の堅殻,4,溶岩竜の鋭牙,3,紅蓮石,3,古代魚,2
ラヴァコート,0,2,5,1,5,99,0,28,59,5,-4,0,0,1,窮地,2,根性,2,,,,,,,溶岩竜の堅殻,4,溶岩竜の鋭牙,3,紅蓮石,3,古代魚,2
EXラヴァフォールド,0,1,5,1,8,99,0,60,122,4,-4,0,0,1,窮地,3,逆境,2,,,,,,,EX溶岩竜チケット,1,溶岩竜の上鱗,5,溶岩竜の堅殻,6,紅蓮石,4
EXラヴァコート,0,2,5,1,8,99,0,30,61,5,-4,0,0,1,逆境,2,窮地,2,,,,,,,EX溶岩竜チケット,1,溶岩竜の上鱗,5,溶岩竜の堅殻,6,紅蓮石,4
ギザミＳフォールド,0,1,5,0,5,99,0,48,110,1,2,-1,-1,0,達人,4,斬れ味,2,,,,,,,鎌蟹の堅殻,3,鎌蟹の堅脚,3,紅蓮石,2,マレコガネ,2
ギザミＳコート,0,2,5,0,5,99,0,24,55,2,2,-1,-1,0,達人,4,弾薬節約,2,,,,,,,鎌蟹の堅殻,3,鎌蟹の堅脚,3,紅蓮石,2,マレコガネ,2
EXギザミフォールド,0,1,5,0,7,99,0,52,114,1,2,-1,-1,0,達人,3,匠,2,雷耐性,-2,,,,,七色たんぽぽ,1,鎌蟹の堅殻,4,鎌蟹の甲殻,4,堅竜骨,1
EXギザミコート,0,2,5,0,7,99,0,26,57,2,2,-1,-1,0,達人,3,通常弾強化,2,雷耐性,-2,,,,,七色たんぽぽ,1,鎌蟹の堅殻,4,鎌蟹の甲殻,4,堅竜骨,1
ギザミＲフォールド,0,1,5,1,6,99,0,44,106,1,2,-1,-1,0,斬れ味,4,達人,2,,,,,,,獰猛化鎌蟹殻,1,鎌蟹の堅殻,5,尖竜骨,3,鎌蟹素材(pts),8
ギザミＲコート,0,2,5,1,6,99,0,22,53,2,2,-1,-1,0,弾薬節約,4,達人,2,,,,,,,獰猛化鎌蟹殻,1,鎌蟹の堅殻,5,尖竜骨,3,鎌蟹素材(pts),8
ガララＳフォールド,0,1,5,1,5,99,0,56,118,1,-1,0,-3,1,捕獲,3,麻痺,2,聴覚保護,1,,,,,絞蛇竜の堅殻,5,絞蛇竜の牙,6,絞蛇竜の上皮,2,竜骨【大】,3
ガララＳコート,0,2,5,1,5,99,0,28,59,1,-1,1,-3,1,麻痺,2,捕獲,2,聴覚保護,1,,,,,絞蛇竜の堅殻,5,絞蛇竜の牙,6,絞蛇竜の上皮,2,竜骨【大】,3
ナルガＳフォールド,0,1,5,3,5,99,0,40,102,-2,1,-3,1,1,達人,2,,,,,,,,,迅竜の上黒毛,5,迅竜の尻尾,1,迅竜の鋭刃翼,3,青熊獣の堅殻,4
ナルガＳコート,0,2,5,3,5,99,0,20,51,-2,1,-2,1,1,達人,2,,,,,,,,,迅竜の上黒毛,5,迅竜の尻尾,1,迅竜の鋭刃翼,3,青熊獣の堅殻,4
ガルルガＳフォールド,0,1,5,2,5,99,0,56,118,2,-1,2,0,0,剣術,2,聴覚保護,1,採取,-1,,,,,黒狼鳥の上鱗,4,黒狼鳥の堅殻,4,爆炎袋,3,カブレライト鉱石,2
ガルルガＳコート,0,2,5,2,5,99,0,28,59,3,-1,2,0,0,変則射撃,2,聴覚保護,1,採取,-1,,,,,黒狼鳥の上鱗,4,黒狼鳥の堅殻,4,爆炎袋,3,カブレライト鉱石,2
ガンキンＳフォールド,0,1,5,1,5,99,0,64,126,3,-4,0,-1,-2,裂傷,2,防御,2,抜刀減気,2,,,,,爆鎚竜の上鱗,6,爆鎚竜の耐熱殻,4,爆鎚竜の甲殻,4,赤甲獣の堅殻,3
ガンキンＳコート,0,2,5,1,5,99,0,32,63,4,-4,0,-1,-2,裂傷,2,防御,2,散弾強化,2,,,,,爆鎚竜の上鱗,6,爆鎚竜の耐熱殻,4,爆鎚竜の甲殻,4,赤甲獣の堅殻,3
クロオビＳフォールド,0,1,5,0,5,99,0,50,112,3,3,3,3,3,会心強化,2,本気,2,,,,,,,タツジンチケット,1,ケチャコイン,2,マレコガネ,1,,
クロオビＳコート,0,2,5,0,5,99,0,25,56,3,3,3,3,4,会心強化,2,本気,2,,,,,,,タツジンチケット,1,ケチャコイン,2,マレコガネ,1,,
ガーディアンコイル,1,1,5,1,5,6,1,50,112,0,0,0,0,0,ガード性能,3,研ぎ師,1,気配,-2,,,,,ココットチケット,1,ノヴァクリスタル,2,海竜の鱗,3,盾蟹の堅殻,4
ガーディアンコート,1,2,5,1,5,6,1,25,56,0,0,0,0,0,ガード性能,3,装填速度,1,気配,-2,,,,,ココットチケット,1,ノヴァクリスタル,2,海竜の鱗,3,盾蟹の堅殻,4
ガーディアンＵコイル,1,1,5,1,5,6,1,54,116,0,0,0,0,0,ガード性能,3,砲術,1,気配,-2,,,,,ココットチケット,1,ノヴァクリスタル,2,火竜の鱗,3,盾蟹の堅殻,4
ガーディアンＵコート,1,2,5,1,5,6,1,27,58,0,0,0,0,0,ガード性能,3,反動,1,気配,-2,,,,,ココットチケット,1,ノヴァクリスタル,2,火竜の鱗,3,盾蟹の堅殻,4
スカラースカート,2,1,5,1,5,99,0,48,110,0,0,0,0,0,回避性能,3,笛,1,気配,-2,,,,,ユクモチケット,1,龍歴院チケット,1,赤甲獣の堅殻,5,カブレライト鉱石,5
スカラーフリル,2,2,5,1,5,99,0,24,55,0,0,0,0,0,回避性能,3,精密射撃,1,気配,-2,,,,,ユクモチケット,1,龍歴院チケット,1,赤甲獣の堅殻,5,カブレライト鉱石,5
セイラースカート,2,1,5,1,5,99,0,48,110,0,0,0,0,0,回避性能,3,溜め短縮,1,気配,-2,,,,,ユクモチケット,1,龍歴院チケット,1,真珠色の柔皮,4,海竜の鱗,5
セイラーフリル,2,2,5,1,5,99,0,24,55,0,0,0,0,0,回避性能,2,溜め短縮,1,気配,-2,,,,,ユクモチケット,1,龍歴院チケット,1,真珠色の柔皮,4,海竜の鱗,5
ブレイブＳフォールド,0,1,6,0,7,6,1,48,110,0,0,0,0,0,火属性攻撃,3,闘魂,2,乗り,2,,,,,ベルナチケット,1,勇気の証Ｇ,1,上質な毛皮,2,ランポスの上皮,8
ブレイブＳコート,0,2,6,0,7,6,1,24,55,1,1,1,1,1,火属性攻撃,3,闘魂,2,乗り,2,,,,,ベルナチケット,1,勇気の証Ｇ,1,上質な毛皮,2,ランポスの上皮,8
ドーベルコイル,0,1,6,1,6,99,0,54,116,-2,0,0,0,4,龍属性攻撃,3,気絶,2,属性耐性,2,,,,,堅竜骨,2,いにしえの龍骨,2,雷狼竜の尖爪,2,竜骨【中】,8
ドーベルコート,0,2,6,1,6,99,0,27,58,-2,0,0,0,5,龍属性攻撃,3,気絶,2,属性耐性,2,,,,,堅竜骨,2,いにしえの龍骨,2,雷狼竜の尖爪,2,竜骨【中】,8
ダマスクコイル,0,1,6,1,8,99,0,60,122,-1,2,-3,1,-1,無心,3,だるま,1,抜刀会心,1,,,,,骸龍の口腕甲,2,金火竜の上鱗,4,銀火竜の上鱗,4,骸棘殻,3
ダマスクコート,0,2,6,1,8,99,0,30,61,-1,2,-3,1,-1,無心,3,だるま,1,貫通弾強化,1,,,,,骸龍の口腕甲,2,金火竜の上鱗,4,銀火竜の上鱗,4,骸棘殻,3
ダマスクＲコイル,0,1,6,1,8,99,0,56,118,-1,2,-3,1,-1,抜刀会心,4,,,,,,,,,獰猛化狩猟の証Ⅲ,1,獰猛化海竜皮,2,尖骸棘殻,4,獰猛化素材(上位pts),8
ダマスクＲコート,0,2,6,1,8,99,0,28,59,-1,2,-3,1,-1,貫通弾強化,4,,,,,,,,,獰猛化狩猟の証Ⅲ,1,獰猛化海竜皮,2,尖骸棘殻,4,獰猛化素材(上位pts),8
クロムメタルコイル,0,1,6,0,7,99,0,56,118,-2,-2,-2,-2,4,胴系統倍加,1,,,,,,,,,勇気の証Ｇ,1,堅竜骨,6,ノヴァクリスタル,1,,
クロムメタルコート,0,2,6,0,7,99,0,28,59,-2,-2,-2,-2,5,胴系統倍加,1,,,,,,,,,勇気の証Ｇ,1,堅竜骨,6,ノヴァクリスタル,1,,
アーティアＳコイル,0,1,6,1,6,99,0,60,122,1,-2,-2,2,3,高速設置,5,,,,,,,,,太古の破片,1,さびた破片,2,獄炎石,3,ライトクリスタル,6
アーティアＳコート,0,2,6,1,6,99,0,30,61,3,-2,-2,2,3,高速設置,5,,,,,,,,,太古の破片,1,さびた破片,2,獄炎石,3,ライトクリスタル,6
アーティアＲコイル,0,1,6,0,7,99,0,56,118,1,-2,-2,2,3,雷属性攻撃,7,,,,,,,,,獰猛化狩猟の証Ⅱ,1,太古の破片,1,獄炎石,8,獰猛化素材(上位pts),8
アーティアＲコート,0,2,6,0,7,99,0,28,59,3,-2,-2,2,3,雷属性攻撃,7,,,,,,,,,獰猛化狩猟の証Ⅱ,1,太古の破片,1,獄炎石,8,獰猛化素材(上位pts),8
セルタスフォールド,0,1,6,0,4,99,0,60,122,-3,4,-2,-2,5,砲術,4,英雄の盾,2,斬れ味,1,,,,,徹甲虫の堅殻,4,徹甲虫の薄羽,2,徹甲虫の尖角,1,大水袋,3
セルタスコート,0,2,6,0,4,99,0,30,61,-3,4,-2,-2,6,砲術,4,英雄の盾,2,弾薬節約,1,,,,,徹甲虫の堅殻,4,徹甲虫の薄羽,2,徹甲虫の尖角,1,大水袋,3
レウスＳフォールド,0,1,6,2,6,99,0,58,120,4,0,-2,0,-4,攻撃,3,痛撃,2,,,,,,,火竜の堅殻,5,火竜の翼,3,上竜骨,5,ユニオン鉱石,2
レウスＳコート,0,2,6,2,6,99,0,29,60,5,0,-2,0,-4,攻撃,2,痛撃,2,,,,,,,火竜の堅殻,5,火竜の翼,3,上竜骨,5,ユニオン鉱石,2
EXレウスフォールド,0,1,6,2,8,6,1,62,124,4,0,-2,0,-4,炎熱適応,2,底力,2,,,,,,,EX火竜チケット,1,火竜の堅殻,5,火竜の骨髄,1,獄炎石,3
EXレウスコート,0,2,6,2,8,6,1,31,62,5,0,-2,0,-4,炎熱適応,2,底力,1,,,,,,,EX火竜チケット,1,火竜の堅殻,5,火竜の骨髄,1,獄炎石,3
レウスＲフォールド,0,1,6,0,7,99,0,54,116,4,0,-2,0,-4,攻撃,7,,,,,,,,,獰猛化火竜鱗,1,火竜の堅殻,5,火竜の翼,4,雄火竜素材(pts),8
レウスＲコート,0,2,6,0,7,99,0,27,58,5,0,-2,0,-4,攻撃,7,,,,,,,,,獰猛化火竜鱗,1,火竜の堅殻,5,火竜の翼,4,雄火竜素材(pts),8
ラギアＳフォールド,0,1,6,0,6,99,0,58,120,-3,2,4,-1,-2,気力回復,3,属性攻撃,2,ガード性能,2,,,,,海竜の高電殻,2,海竜の上鱗,5,海竜の尻尾,1,カブレライト鉱石,4
ラギアＳコート,0,2,6,0,6,99,0,29,60,-3,2,5,-1,-2,属性攻撃,2,貫通弾強化,2,気力回復,2,,,,,海竜の高電殻,2,海竜の上鱗,5,海竜の尻尾,1,カブレライト鉱石,4
ラギアＲフォールド,0,1,6,0,7,99,0,54,116,-3,2,4,-1,-2,ガード性能,5,属性攻撃,3,,,,,,,獰猛化海竜皮,1,海竜の上皮,4,海竜の高電殻,5,海竜素材(pts),8
ラギアＲコート,0,2,6,0,7,99,0,27,58,-3,2,5,-1,-2,貫通弾強化,5,属性攻撃,2,,,,,,,獰猛化海竜皮,1,海竜の上皮,4,海竜の高電殻,5,海竜素材(pts),8
ジンオウＳフォールド,0,1,6,1,6,99,0,58,120,0,-1,4,-4,1,属性会心,4,,,,,,,,,雷狼竜の堅殻,5,雷狼竜の高電毛,2,雷狼竜の尻尾,1,大猪の硬い皮,4
ジンオウＳコート,0,2,6,0,6,99,0,29,60,0,-1,5,-4,1,属性会心,4,,,,,,,,,雷狼竜の堅殻,5,雷狼竜の高電毛,2,雷狼竜の尻尾,1,大猪の硬い皮,4
EXジンオウフォールド,0,1,6,0,8,99,0,62,124,0,-1,4,-4,1,本気,3,連撃,2,気配,-2,,,,,EX雷狼竜チケット,1,雷狼竜の高電毛,5,雷狼竜の爪,6,電撃袋,4
EXジンオウコート,0,2,6,0,8,99,0,31,62,0,-1,5,-4,1,本気,3,連撃,2,気配,-2,,,,,EX雷狼竜チケット,1,雷狼竜の高電毛,5,雷狼竜の爪,6,電撃袋,4
ミツネＳフォールド,0,1,6,0,6,99,0,50,112,0,2,-3,1,-1,泡沫,2,窮地,2,腹減り,2,,,,,泡狐竜の上鱗,3,泡狐竜の尻尾,2,大水袋,4,真珠色の柔皮,4
ミツネＳコート,0,2,6,0,6,99,0,25,56,0,2,-2,1,-1,泡沫,2,窮地,2,腹減り,2,,,,,泡狐竜の上鱗,3,泡狐竜の尻尾,2,大水袋,4,真珠色の柔皮,4
ゼクスＳフォールド,0,1,6,0,6,99,0,58,120,0,-2,3,-3,2,気絶,2,連撃,2,気力回復,2,,,,,電竜の高電膜,2,電竜の鋭翼爪,4,高圧電甲,4,超電雷光虫,7
ゼクスＳコート,0,2,6,0,6,99,0,29,60,0,-2,4,-3,2,気絶,2,連撃,2,気力回復,2,,,,,電竜の高電膜,2,電竜の鋭翼爪,4,高圧電甲,4,超電雷光虫,7
ガムートＳフォールド,0,1,6,0,6,99,0,66,128,-3,1,-1,3,2,寒冷適応,3,耐震,2,重撃,1,,,,,巨獣の剛毛,4,巨獣の堅牙,2,巨獣の赤毛,5,大猪の大牙,4
